Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15,  9-12 Months,15.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15, 12-15 Months,16.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15, 15-18 Months,16.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15,18+ Months,2.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  0-3 Months,4.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  3-6 Months,4.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  6-9 Months,4.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  9-12 Months,3.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64, 15-18 Months,3.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,18+ Months,2.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,100.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,106.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  6-9 Months,56.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  9-12 Months,43.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15, 12-15 Months,36.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15, 15-18 Months,13.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,18+ Months,5.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  0-3 Months,2.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  3-6 Months,2.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  6-9 Months,3.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  9-12 Months,1.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64, 12-15 Months,2.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64, 15-18 Months,1.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,18+ Months,3.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15,  0-3 Months,1.00
31-01-18,1900.00,Paediatrics,Day Case,Child,16-64, 15-18 Months,1.00
31-01-18,1900.00,Paediatrics,Inpatient,Child,0-15,  0-3 Months,1.00
31-01-18,1900.00,Paediatrics,Inpatient,Child,0-15,  3-6 Months,1.00
31-01-18,1900.00,Paediatrics,Inpatient,Child,0-15,  9-12 Months,1.00
31-01-18,1904.00,Neonatology,Inpatient,Child,0-15,  0-3 Months,1.00
31-01-18,1904.00,Neonatology,Inpatient,Child,0-15,  9-12 Months,1.00
31-01-18,1912.00,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,1.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,38.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,25.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,13.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,2.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,1.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15, 15-18 Months,3.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,16-64,  0-3 Months,1.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,16-64,  6-9 Months,1.00
31-01-18,2000.00,Plastic Surgery,Inpatient,Child,0-15,  0-3 Months,10.00
31-01-18,2000.00,Plastic Surgery,Inpatient,Child,0-15,  3-6 Months,3.00
31-01-18,2000.00,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,1.00
31-01-18,2000.00,Plastic Surgery,Inpatient,Child,0-15, 12-15 Months,1.00
31-01-18,2200.00,Radiology,Day Case,Child,0-15,  3-6 Months,3.00
31-01-18,2200.00,Radiology,Day Case,Child,0-15,  6-9 Months,1.00
31-01-18,2200.00,Radiology,Day Case,Child,0-15,  9-12 Months,1.00
31-01-18,2200.00,Radiology,Day Case,Child,0-15,18+ Months,1.00
31-01-18,2300.00,Nephrology,Inpatient,Child,0-15,  3-6 Months,1.00
31-01-18,2300.00,Nephrology,Inpatient,Child,0-15,  9-12 Months,1.00
31-01-18,2400.00,Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,2.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,20.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,23.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,10.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,10.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,14.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,5.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,18+ Months,25.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,1.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,16-64,  3-6 Months,1.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,1.00
31-01-18,2700.00,Infectious Diseases,Day Case,Child,0-15,  0-3 Months,1.00
31-01-18,7000.00,Dental Surgery,Day Case,Child,0-15,  0-3 Months,11.00
31-01-18,7000.00,Dental Surgery,Day Case,Child,0-15,  3-6 Months,13.00
31-01-18,7000.00,Dental Surgery,Day Case,Child,0-15,  6-9 Months,6.00
31-01-18,7000.00,Dental Surgery,Day Case,Child,0-15,  9-12 Months,3.00
31-01-18,7000.00,Dental Surgery,Day Case,Child,0-15, 12-15 Months,2.00
31-01-18,7000.00,Dental Surgery,Day Case,Child,0-15, 15-18 Months,2.00
31-01-18,7000.00,Dental Surgery,Day Case,Child,16-64, 15-18 Months,1.00
31-01-18,7000.00,Dental Surgery,Inpatient,Child,0-15,  0-3 Months,1.00
31-01-18,7000.00,Dental Surgery,Inpatient,Child,0-15,  3-6 Months,2.00
31-01-18,7000.00,Dental Surgery,Inpatient,Child,0-15,  6-9 Months,4.00
31-01-18,7000.00,Dental Surgery,Inpatient,Child,0-15,  9-12 Months,3.00
31-01-18,7000.00,Dental Surgery,Inpatient,Child,0-15, 12-15 Months,2.00
31-01-18,7000.00,Dental Surgery,Inpatient,Child,16-64,  9-12 Months,1.00
31-01-18,7200.00,Paediatric Surgery,Day Case,Child,0-15,  0-3 Months,32.00
31-01-18,7200.00,Paediatric Surgery,Day Case,Child,0-15,  3-6 Months,17.00
31-01-18,7200.00,Paediatric Surgery,Day Case,Child,0-15,  6-9 Months,2.00
31-01-18,7200.00,Paediatric Surgery,Day Case,Child,0-15,  9-12 Months,6.00
31-01-18,7200.00,Paediatric Surgery,Day Case,Child,0-15, 12-15 Months,1.00
31-01-18,7200.00,Paediatric Surgery,Day Case,Child,0-15,18+ Months,2.00
31-01-18,7200.00,Paediatric Surgery,Day Case,Child,16-64,  0-3 Months,1.00
31-01-18,7200.00,Paediatric Surgery,Inpatient,Child,0-15,  0-3 Months,4.00
31-01-18,7200.00,Paediatric Surgery,Inpatient,Child,0-15,  3-6 Months,4.00
31-01-18,7200.00,Paediatric Surgery,Inpatient,Child,0-15,  6-9 Months,2.00
31-01-18,7200.00,Paediatric Surgery,Inpatient,Child,0-15,18+ Months,1.00
31-01-18,7700.00,Metabolic Medicine,Day Case,Child,0-15,  9-12 Months,1.00
31-01-18,7700.00,Metabolic Medicine,Inpatient,Child,0-15,  0-3 Months,3.00
31-01-18,7700.00,Metabolic Medicine,Inpatient,Child,0-15,  3-6 Months,1.00
31-01-18,7700.00,Metabolic Medicine,Inpatient,Child,0-15,  6-9 Months,1.00
31-01-18,7700.00,Metabolic Medicine,Inpatient,Child,0-15, 12-15 Months,1.00
31-01-18,7700.00,Metabolic Medicine,Inpatient,Child,0-15, 15-18 Months,1.00
31-01-18,7800.00,Urology,Day Case,Child,0-15,  0-3 Months,31.00
31-01-18,7800.00,Urology,Day Case,Child,0-15,  3-6 Months,15.00
31-01-18,7800.00,Urology,Day Case,Child,0-15,  6-9 Months,11.00
31-01-18,7800.00,Urology,Day Case,Child,0-15,  9-12 Months,6.00
31-01-18,7800.00,Urology,Day Case,Child,0-15, 15-18 Months,1.00
31-01-18,7800.00,Urology,Day Case,Child,0-15,18+ Months,1.00
31-01-18,7800.00,Urology,Inpatient,Child,0-15,  0-3 Months,4.00
31-01-18,7800.00,Urology,Inpatient,Child,0-15,  3-6 Months,3.00
31-01-18,7800.00,Urology,Inpatient,Child,0-15,  6-9 Months,5.00
31-01-18,7800.00,Urology,Inpatient,Child,0-15,  9-12 Months,4.00
31-01-18,7800.00,Urology,Inpatient,Child,0-15, 12-15 Months,3.00
31-01-18,7800.00,Urology,Inpatient,Child,0-15, 15-18 Months,2.00
31-01-18,7800.00,Urology,Inpatient,Child,0-15,18+ Months,1.00
31-01-18,300.00,Dermatology,Day Case,Child,0-15,  0-3 Months,4.00
31-01-18,300.00,Dermatology,Day Case,Child,0-15,  3-6 Months,10.00
31-01-18,300.00,Dermatology,Day Case,Child,0-15,  6-9 Months,4.00
31-01-18,300.00,Dermatology,Day Case,Child,0-15, 15-18 Months,1.00
31-01-18,300.00,Dermatology,Day Case,Child,0-15,18+ Months,1.00
31-01-18,300.00,Dermatology,Inpatient,Child,0-15,  0-3 Months,2.00
31-01-18,300.00,Dermatology,Inpatient,Child,0-15,  6-9 Months,1.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,12.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,3.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,3.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  9-12 Months,6.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15, 12-15 Months,4.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15, 15-18 Months,4.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,18+ Months,7.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,16-64, 12-15 Months,1.00
31-01-18,600.00,Otolaryngology (ENT),Day Case,Child,16-64,18+ Months,1.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,20.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,11.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,10.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,12.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,8.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,15.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,18+ Months,42.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,16-64,  9-12 Months,1.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,16-64, 12-15 Months,2.00
31-01-18,600.00,Otolaryngology (ENT),Inpatient,Child,16-64,18+ Months,4.00
31-01-18,1300.00,Neurology,Day Case,Child,0-15,  3-6 Months,1.00
31-01-18,1300.00,Neurology,Inpatient,Child,0-15,  0-3 Months,1.00
31-01-18,1300.00,Neurology,Inpatient,Child,16-64,  0-3 Months,1.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,0-15,  0-3 Months,69.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,0-15,  3-6 Months,52.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,0-15,  6-9 Months,46.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,0-15,  9-12 Months,41.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,0-15, 12-15 Months,29.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,0-15, 15-18 Months,26.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,0-15,18+ Months,39.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,16-64,  9-12 Months,1.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,16-64, 12-15 Months,2.00
31-01-18,1700.00,Ophthalmology,Day Case,Child,16-64,18+ Months,2.00
31-01-18,1700.00,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,1.00
31-01-18,1700.00,Ophthalmology,Inpatient,Child,0-15, 15-18 Months,1.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15,  0-3 Months,51.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15,  3-6 Months,21.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15,  6-9 Months,35.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15,  9-12 Months,26.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15, 12-15 Months,26.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15, 15-18 Months,11.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,0-15,18+ Months,54.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  0-3 Months,1.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  3-6 Months,1.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  6-9 Months,2.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,  9-12 Months,7.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64, 12-15 Months,4.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64, 15-18 Months,2.00
31-01-18,1800.00,Orthopaedics,Day Case,Child,16-64,18+ Months,21.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,37.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,41.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  6-9 Months,35.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  9-12 Months,33.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15, 12-15 Months,13.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15, 15-18 Months,7.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,0-15,18+ Months,43.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  0-3 Months,4.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  3-6 Months,1.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  6-9 Months,2.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,  9-12 Months,1.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64, 15-18 Months,2.00
31-01-18,1800.00,Orthopaedics,Inpatient,Child,16-64,18+ Months,9.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15,  0-3 Months,53.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15,  3-6 Months,36.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15,  6-9 Months,75.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15,  9-12 Months,52.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15, 12-15 Months,39.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15, 15-18 Months,31.00
31-01-18,1900.00,Paediatrics,Day Case,Child,0-15,18+ Months,94.00
31-01-18,1900.00,Paediatrics,Day Case,Child,16-64,  3-6 Months,3.00
31-01-18,1900.00,Paediatrics,Day Case,Child,16-64,  6-9 Months,1.00
31-01-18,1900.00,Paediatrics,Day Case,Child,16-64, 12-15 Months,2.00
31-01-18,1900.00,Paediatrics,Day Case,Child,16-64,18+ Months,6.00
31-01-18,1900.00,Paediatrics,Inpatient,Child,0-15,  9-12 Months,1.00
31-01-18,1900.00,Paediatrics,Inpatient,Child,0-15, 12-15 Months,1.00
31-01-18,1900.00,Paediatrics,Inpatient,Child,0-15,18+ Months,7.00
31-01-18,1900.00,Paediatrics,Inpatient,Child,16-64,18+ Months,2.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,0-15,  0-3 Months,89.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,0-15,  3-6 Months,42.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,0-15,  6-9 Months,9.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,0-15,  9-12 Months,17.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,0-15, 12-15 Months,6.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,0-15, 15-18 Months,4.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,0-15,18+ Months,4.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,16-64,  0-3 Months,4.00
31-01-18,1902.00,Paed Cardiology,Day Case,Child,16-64,  3-6 Months,2.00
31-01-18,1902.00,Paed Cardiology,Inpatient,Child,0-15,  0-3 Months,1.00
31-01-18,1902.00,Paed Cardiology,Inpatient,Child,0-15,  3-6 Months,4.00
31-01-18,1902.00,Paed Cardiology,Inpatient,Child,0-15,  6-9 Months,1.00
31-01-18,1902.00,Paed Cardiology,Inpatient,Child,0-15, 12-15 Months,1.00
31-01-18,1902.00,Paed Cardiology,Inpatient,Child,0-15,18+ Months,18.00
31-01-18,1902.00,Paed Cardiology,Inpatient,Child,16-64,  0-3 Months,1.00
31-01-18,1902.00,Paed Cardiology,Inpatient,Child,16-64,18+ Months,1.00
31-01-18,1903.00,Paed Oncology,Day Case,Child,0-15,  3-6 Months,1.00
31-01-18,1904.00,Neonatology,Inpatient,Child,0-15,  3-6 Months,2.00
31-01-18,1904.00,Neonatology,Inpatient,Child,0-15, 15-18 Months,1.00
31-01-18,1905.00,Paed Endocrinology,Day Case,Child,0-15,  0-3 Months,1.00
31-01-18,1905.00,Paed Endocrinology,Day Case,Child,0-15,  3-6 Months,1.00
31-01-18,1905.00,Paed Endocrinology,Day Case,Child,0-15,  6-9 Months,1.00
31-01-18,1905.00,Paed Endocrinology,Day Case,Child,0-15,  9-12 Months,4.00
31-01-18,1905.00,Paed Endocrinology,Day Case,Child,0-15, 12-15 Months,4.00
31-01-18,1905.00,Paed Endocrinology,Day Case,Child,16-64,  3-6 Months,1.00
31-01-18,1905.00,Paed Endocrinology,Day Case,Child,16-64, 12-15 Months,1.00
31-01-18,1906.00,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,4.00
31-01-18,1906.00,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,4.00
31-01-18,1906.00,Paed Gastro-Enterol,Day Case,Child,0-15,  6-9 Months,1.00
31-01-18,1906.00,Paed Gastro-Enterol,Day Case,Child,0-15,  9-12 Months,4.00
31-01-18,1906.00,Paed Gastro-Enterol,Day Case,Child,0-15, 12-15 Months,3.00
31-01-18,1906.00,Paed Gastro-Enterol,Day Case,Child,16-64,  3-6 Months,1.00
31-01-18,1906.00,Paed Gastro-Enterol,Day Case,Child,16-64,  9-12 Months,2.00
31-01-18,1906.00,Paed Gastro-Enterol,Inpatient,Child,0-15,  0-3 Months,1.00
31-01-18,1906.00,Paed Gastro-Enterol,Inpatient,Child,0-15,  9-12 Months,1.00
31-01-18,1906.00,Paed Gastro-Enterol,Inpatient,Child,0-15, 12-15 Months,1.00
31-01-18,1907.00,Paed Haematology,Day Case,Child,0-15,  9-12 Months,1.00
31-01-18,1907.00,Paed Haematology,Day Case,Child,16-64,  6-9 Months,1.00
31-01-18,1907.00,Paed Haematology,Inpatient,Child,0-15,  6-9 Months,1.00
31-01-18,1911.00,Paed Nephrology,Day Case,Child,0-15,  0-3 Months,3.00
31-01-18,1911.00,Paed Nephrology,Day Case,Child,0-15,  9-12 Months,1.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,16.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,8.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,13.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,12.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,10.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15, 15-18 Months,21.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,0-15,18+ Months,22.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,16-64,  3-6 Months,1.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,16-64,  6-9 Months,3.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,16-64, 12-15 Months,5.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,16-64, 15-18 Months,2.00
31-01-18,2000.00,Plastic Surgery,Day Case,Child,16-64,18+ Months,7.00
31-01-18,2000.00,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,11.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,0-15,  3-6 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,0-15,  6-9 Months,2.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,0-15, 12-15 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,0-15, 15-18 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,0-15,18+ Months,1.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,16-64, 12-15 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Day Case,Child,16-64, 15-18 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Inpatient,Child,0-15,  0-3 Months,4.00
31-01-18,2003.00,Maxillo-Facial,Inpatient,Child,0-15,  3-6 Months,5.00
31-01-18,2003.00,Maxillo-Facial,Inpatient,Child,0-15,  6-9 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Inpatient,Child,0-15,  9-12 Months,2.00
31-01-18,2003.00,Maxillo-Facial,Inpatient,Child,0-15, 15-18 Months,1.00
31-01-18,2003.00,Maxillo-Facial,Inpatient,Child,16-64,  3-6 Months,1.00
31-01-18,2202.00,Paediatric Radiology,Day Case,Child,0-15,  0-3 Months,1.00
31-01-18,2400.00,Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,9.00
31-01-18,2400.00,Respiratory Medicine,Day Case,Child,0-15,  3-6 Months,8.00
31-01-18,2400.00,Respiratory Medicine,Day Case,Child,0-15,  6-9 Months,1.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,83.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,57.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,53.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,32.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,26.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,11.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,0-15,18+ Months,1.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,2.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,16-64,  9-12 Months,1.00
31-01-18,2400.00,Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,2.00
31-01-18,2500.00,Rheumatology,Day Case,Child,0-15,  0-3 Months,37.00
31-01-18,2500.00,Rheumatology,Day Case,Child,0-15,  3-6 Months,14.00
31-01-18,2500.00,Rheumatology,Day Case,Child,0-15,  6-9 Months,22.00
31-01-18,2500.00,Rheumatology,Day Case,Child,0-15,  9-12 Months,17.00
31-01-18,2500.00,Rheumatology,Day Case,Child,0-15, 12-15 Months,8.00
31-01-18,2500.00,Rheumatology,Day Case,Child,0-15, 15-18 Months,7.00
31-01-18,2500.00,Rheumatology,Day Case,Child,16-64,  0-3 Months,2.00
31-01-18,2500.00,Rheumatology,Day Case,Child,16-64,  3-6 Months,2.00
31-01-18,2500.00,Rheumatology,Day Case,Child,16-64,  6-9 Months,1.00
31-01-18,2500.00,Rheumatology,Day Case,Child,16-64,  9-12 Months,2.00
31-01-18,2500.00,Rheumatology,Day Case,Child,16-64, 12-15 Months,1.00
31-01-18,2500.00,Rheumatology,Day Case,Child,16-64, 15-18 Months,3.00
